product_name,product_price,product_rating,product_review,product_detailed_review,Sentiment
Whirlpool CLASSIC CF 60 BK HOOD 60 cm 750 m??/hr Wall Mounted Chimney,5298,5,fabulous!,super best price good quality but duct pipes is not included,positive
Whirlpool CLASSIC CF 60 BK HOOD 60 cm 750 m??/hr Wall Mounted Chimney,5298,5,fabulous!,so good,positive
Whirlpool CLASSIC CF 60 BK HOOD 60 cm 750 m??/hr Wall Mounted Chimney,5298,1,terrible product,third class chimneyplz never buy iteven no installation,positive
Whirlpool CLASSIC CF 60 BK HOOD 60 cm 750 m??/hr Wall Mounted Chimney,5298,5,best in the market!,exellent,positive
Whirlpool CLASSIC CF 60 BK HOOD 60 cm 750 m??/hr Wall Mounted Chimney,5298,5,worth every penny,miid price good product,positive
Whirlpool CLASSIC CF 60 BK HOOD 60 cm 750 m??/hr Wall Mounted Chimney,5298,5,just wow!,very good,positive
Whirlpool CLASSIC CF 60 BK HOOD 60 cm 750 m??/hr Wall Mounted Chimney,5298,1,did not meet expectations,very bad product i return but flipkart didnt dont buy it,negative
Whirlpool CLASSIC CF 60 BK HOOD 60 cm 750 m??/hr Wall Mounted Chimney,5298,1,very poor,power prodect blower 6 flexibil hose mising box is repaking,positive
Whirlpool CLASSIC CF 60 BK HOOD 60 cm 750 m??/hr Wall Mounted Chimney,5298,5,mind-blowing purchase,good looking product,positive
Whirlpool CLASSIC CF 60 BK HOOD 60 cm 750 m??/hr Wall Mounted Chimney,5298,5,just wow!,very good product,positive
Whirlpool CLASSIC CF 60 BK HOOD 60 cm 750 m??/hr Wall Mounted Chimney,5298,1,terrible product,dont bye this product,negative
Whirlpool CLASSIC CF 60 BK HOOD 60 cm 750 m??/hr Wall Mounted Chimney,5298,5,fabulous!,it is good to see,positive
Whirlpool CLASSIC CF 60 BK HOOD 60 cm 750 m??/hr Wall Mounted Chimney,5298,5,great product,very good in low budget,positive
Whirlpool CLASSIC CF 60 BK HOOD 60 cm 750 m??/hr Wall Mounted Chimney,5298,4,worth the money,product is good in this price,positive
Whirlpool CLASSIC CF 60 BK HOOD 60 cm 750 m??/hr Wall Mounted Chimney,5298,5,wonderful,good productsbut pip not inbult,positive
Whirlpool CLASSIC CF 60 BK HOOD 60 cm 750 m??/hr Wall Mounted Chimney,5298,3,does the job,verry good,positive
Whirlpool CLASSIC CF 60 BK HOOD 60 cm 750 m??/hr Wall Mounted Chimney,5298,3,fair,worth for money paid installation no pipe in box,negative
boAt Rockerz 255 Bluetooth Earphones,799,5,just wow!,such an amazing product sound quality is so awesome battery life is really amazing and as per my expectations its give a super punch of bass very very nice and highly recommended,positive
boAt Rockerz 255 Bluetooth Earphones,799,5,fabulous!,product is good sound quality is also good but if you increase the sound level upto 100 but sound quality is no issue but sound is so amazing and the charge pickup is so fast in 2 hours i have full charge this is my first priority and battery backup is also good upto 10 hours continue use i am happy with the product,positive
boAt Rockerz 255 Bluetooth Earphones,799,5,great product,bass sound good and the sound was clean and clear only some times sound problem but the overall product is very very good and delivery time is very very fast also,positive
boAt Rockerz 255 Bluetooth Earphones,799,5,excellent,ASAP buy Bluetooth Headset this is great product,positive
boAt Rockerz 255 Bluetooth Earphones,799,5,mind-blowing purchase,music quality is very nice i will suggest to buy this product battery backup is good and its charging time is fast and its look is also good i will give 55 for this product,positive
boAt Rockerz 255 Bluetooth Earphones,799,5,awesome,super product super sound and battery backup is so good,positive
boAt Rockerz 255 Bluetooth Earphones,799,5,best in the market!,best price in the product but not very very nice nice and good battery life in a day and night in a year and I love you so much I love this product and thanks,positive
boAt Rockerz 255 Bluetooth Earphones,799,5,must buy!,music quality is very nice i will suggest to buy this product battery backup is good and its charging time is fast and its look is also good i will give 55 for this product,positive
boAt Rockerz 255 Bluetooth Earphones,799,2,Disappointed with sound quality,The sound quality of these earphones is not impressive. The bass is muddy,negative
boAt Rockerz 255 Bluetooth Earphones,799,1,Poor battery life and build quality,The battery life of these earphones is much shorter than advertised,negative
boAt Rockerz 255 Bluetooth Earphones,799,2,Not durable,These earphones stopped working after a few weeks of use. The sound in one earbud became significantly quieter,negative
boAt Rockerz 255 Bluetooth Earphones,799,2,Uncomfortable fit,The earphones don't fit securely and tend to fall out,negative
boAt Rockerz 255 Bluetooth Earphones,799,3,Average performance,These earphones perform adequately for casual listening.,positive
boAt Rockerz 255 Bluetooth Earphones,799,5,excellent,product is very good and better than the other products ,positive
boAt Rockerz 255 Bluetooth Earphones,799,5,fabulous!,this is super amoled phone and this is the super amoled phone and this phone is best in the world and this phone is best in the world and this phone is best in the world,positive
boAt Rockerz 255 Bluetooth Earphones,799,5,simply awesome,product is fancy and easy to use. Love to recommend others,positive
boAt Rockerz 255 Bluetooth Earphones,799,5,great product!,this is super amoled phone and this is the super amoled phone and this phone is best in the world and this phone is best in the world and this phone is best in the world,positive
boAt Rockerz 255 Bluetooth Earphones,799,5,best in the market!,It's easy to connect and great designed,positive
boAt Rockerz 255 Bluetooth Earphones,799,5,Excellent,"Loved the sound, it has collest desgin",positive
boAt Rockerz 255 Bluetooth Earphones,799,1,Poor battery,Will never buy this product worst battery,negative
DJI Mavic Air 2 Drone,89999,5,Amazing features!,This drone has amazing features like obstacle avoidance and a long-range control. The camera quality is exceptional,positive
DJI Mavic Air 2 Drone,89999,4,Good drone for the price,Good drone overall. The camera quality is excellent,positive
DJI Mavic Air 2 Drone,89999,5,Perfect for beginners and pros alike!,I am very satisfied with this drone. It's easy to fly,positive
DJI Mavic Air 2 Drone,89999,5,Top-notch drone!,The build quality of this drone is excellent. It feels sturdy and well-made. The camera stabilization is top-notch,positive
DJI Mavic Air 2 Drone,89999,3,Good drone but overpriced,The drone itself is good but I expected better battery life for the price. The camera quality is great,positive
DJI Mavic Air 2 Drone,89999,5,Excellent purchase!,This drone is everything I wanted and more. It flies smoothly,positive
DJI Mavic Air 2 Drone,89999,5,Worth the investment!,For anyone serious about aerial photography,positive
DJI Mavic Air 2 Drone,89999,5,Outstanding performance!,This drone performs exceptionally well. It's fast,positive
DJI Mavic Air 2 Drone,89999,4,Great drone with minor issues,This drone is great overall. The camera quality is superb,positive
DJI Mavic Air 2 Drone,89999,5,Awesome drone!,This drone is a beast! It's powerful,positive
DJI Mavic Air 2 Drone,89999,5,Amazing drone for photography!,The camera on this drone is incredible. It captures stunning photos and videos with great clarity and color. The drone itself is easy to maneuver and feels very stable.,positive
DJI Mavic Air 2 Drone,89999,5,Excellent!,Very good product worth every penny!,positive
DJI Mavic Air 2 Drone,89999,4,Good drone could be better,The drone is good but the battery life could be better. The camera quality is excellent,positive
DJI Mavic Air 2 Drone,89999,2,Disappointing experience,The drone had connectivity issues right out of the box. Despite trying different settings,negative
DJI Mavic Air 2 Drone,89999,1,Regret buying this drone,The camera quality is poor compared to my expectations. The photos lack sharpness,negative
DJI Mavic Air 2 Drone,89999,2,Overpriced and underwhelming,This drone is overpriced for what it offers. The build quality feels flimsy,negative
DJI Mavic Air 2 Drone,89999,2,Unreliable drone,The drone frequently loses connection mid-flight,negative
DJI Mavic Air 2 Drone,89999,3,Decent but not great,The drone is decent overall,positive
DJI Mavic Air 2 Drone,89999,5,Fantastic drone!,Excellent drone with great camera quality and flight performance. The battery life is decent,positive
DJI Mavic Air 2 Drone,89999,5,Perfect for filming!,This drone is perfect for filming. The camera quality is amazing,positive
